test_number,model_type,backbone_type,batch_size,learning_rate,num_epochs,train_shuffle,image_size,final_COCOMetric
6.0,mmdet.faster_rcnn,resnet50_fpn_1x,8.0,0.0001,25.0,True,512.0,0.5709831703773843
