epochs,train_loss,valid_loss,COCOMetric
0,0.4009469747543335,0.4368270933628082,0.15311668079640406
1,0.39218178391456604,0.40498653054237366,0.23125831111020978
2,0.36794301867485046,0.37742313742637634,0.2866857769306524
3,0.3437868654727936,0.3437526822090149,0.30255409422307333
4,0.31644582748413086,0.32633501291275024,0.3565096208292869
5,0.3160741329193115,0.3170015215873718,0.39782197604425873
6,0.3060816824436188,0.313219279050827,0.3767128022446111
7,0.28888896107673645,0.28593340516090393,0.4039465097855458
8,0.27776581048965454,0.2794521450996399,0.45575433396447934
9,0.26816046237945557,0.2835454046726227,0.45592017327476086
10,0.25594767928123474,0.28346094489097595,0.42344838037233606
11,0.25057345628738403,0.26123446226119995,0.4884831360967783
12,0.2581062316894531,0.2566620111465454,0.45594988578613266
13,0.24807152152061462,0.26816415786743164,0.4799934006012199
14,0.23815296590328217,0.2598225772380829,0.490697726843345
15,0.22942471504211426,0.2605304718017578,0.5275628576783382
16,0.22146376967430115,0.2547149956226349,0.5295895975338822
17,0.2181401252746582,0.25391116738319397,0.5167785659885687
18,0.2106565535068512,0.24300545454025269,0.5703759851832286
19,0.20015163719654083,0.21887287497520447,0.5656952477689468
20,0.1907685399055481,0.24852633476257324,0.5528096213190811
21,0.2000858187675476,0.23551227152347565,0.5820548319169593
22,0.19082963466644287,0.224323108792305,0.5946599836349106
23,0.1849396526813507,0.22589226067066193,0.5916401268380101
24,0.17739450931549072,0.22348691523075104,0.6299721747763283
25,0.18413588404655457,0.20139160752296448,0.6366079321124999
26,0.1698969453573227,0.22438542544841766,0.5967889073967741
27,0.16495348513126373,0.22626620531082153,0.5804228470040648
28,0.15916766226291656,0.2215099036693573,0.6107614512776393
29,0.16341637074947357,0.21091151237487793,0.6356982397569813
30,0.15941591560840607,0.20757609605789185,0.6453452474766949
31,0.15916970372200012,0.21469733119010925,0.6393506821718247
32,0.15714851021766663,0.21889278292655945,0.6368325856417636
33,0.16187430918216705,0.21769261360168457,0.6419681154395159
34,0.16336432099342346,0.20589911937713623,0.649689866263128
35,0.16065581142902374,0.21818342804908752,0.6318843001342735
36,0.16201455891132355,0.20463237166404724,0.6687352168225408
37,0.16030079126358032,0.218229740858078,0.6239240039455504
38,0.1541241556406021,0.20314602553844452,0.6565181956263564
39,0.1473851352930069,0.2043185979127884,0.6633062614758789
40,0.1408136934041977,0.20575594902038574,0.663160113248385
41,0.1435382217168808,0.208393856883049,0.6503946446309985
42,0.14811885356903076,0.20110519230365753,0.6743121377927453
43,0.15211033821105957,0.20561061799526215,0.660194267088569
44,0.14339680969715118,0.20106546580791473,0.6705288330674598
45,0.150944322347641,0.20606732368469238,0.6564743487589346
46,0.1555577516555786,0.20595382153987885,0.6603366052621701
47,0.14178074896335602,0.2033982276916504,0.6682209457323915
48,0.148738831281662,0.20390820503234863,0.6671061513630456
49,0.15034008026123047,0.2043038159608841,0.6684283900733945
