epochs,train_loss,valid_loss,COCOMetric
0,0.33342602849006653,0.3468324840068817,0.29724941809957856
1,0.3254191279411316,0.34507662057876587,0.3187681794187298
2,0.2894594967365265,0.30519938468933105,0.3791442333588318
3,0.2900044322013855,0.3200063705444336,0.3944687754264222
4,0.27422964572906494,0.29593589901924133,0.4377588266874662
5,0.26739510893821716,0.2845521569252014,0.457679487544248
6,0.2627110183238983,0.2896561920642853,0.44912103261288355
7,0.2593288719654083,0.2678689658641815,0.4575045750669728
8,0.25137317180633545,0.2833891808986664,0.4432872086514798
9,0.22730301320552826,0.2634919285774231,0.5035728329653483
10,0.22600308060646057,0.24769771099090576,0.49172311856327156
11,0.23094823956489563,0.25725850462913513,0.47318625269119535
12,0.2257988601922989,0.24878622591495514,0.5156422179864731
13,0.21292367577552795,0.25290176272392273,0.5223978100446801
14,0.2350890338420868,0.26117464900016785,0.4850347675173522
15,0.20576074719429016,0.23893317580223083,0.5393861947140746
16,0.21058596670627594,0.23844344913959503,0.5708512780534355
17,0.21546156704425812,0.2584041357040405,0.538136963185312
18,0.217397078871727,0.23989646136760712,0.5717049239486325
19,0.18974587321281433,0.2257308065891266,0.5924950697106692
20,0.17339229583740234,0.21979668736457825,0.6195968565190729
21,0.18302591145038605,0.25995221734046936,0.5659083773953965
22,0.18593521416187286,0.23466889560222626,0.6022809104861007
23,0.18599334359169006,0.22578708827495575,0.6110190825352926
24,0.18849557638168335,0.2436823844909668,0.5743643287946776
25,0.17503850162029266,0.21760021150112152,0.6213451252582047
26,0.1743590384721756,0.22707881033420563,0.6053182524138696
27,0.17808134853839874,0.22142192721366882,0.5723143242628149
28,0.1692017912864685,0.21201355755329132,0.5920617264116074
29,0.17205077409744263,0.21369677782058716,0.5959477349716329
30,0.18624813854694366,0.25527384877204895,0.5456965296779294
31,0.16211755573749542,0.2130538523197174,0.6345793702873225
32,0.16801296174526215,0.20838679373264313,0.6522038389508694
33,0.16199883818626404,0.210511714220047,0.6248867087137135
34,0.1621168702840805,0.209835484623909,0.6474184223258419
35,0.15022240579128265,0.20255790650844574,0.6631029341229251
36,0.15900930762290955,0.2156372368335724,0.6809202258557759
37,0.17319577932357788,0.1896211951971054,0.6491132119935432
38,0.15889839828014374,0.2126384973526001,0.645945119332693
39,0.14203083515167236,0.19725634157657623,0.6569159211391086
40,0.15553374588489532,0.19733989238739014,0.6748991299628531
41,0.15977241098880768,0.23483195900917053,0.6314360539356033
42,0.14285650849342346,0.21674449741840363,0.6505191315224993
43,0.14424541592597961,0.2168559730052948,0.6279956999003584
44,0.1382458209991455,0.20329147577285767,0.6697089286220523
45,0.1334943026304245,0.20760419964790344,0.6577305290707482
46,0.15140187740325928,0.22009402513504028,0.6422631080867447
47,0.1518632173538208,0.199441060423851,0.6630173047807064
48,0.15487129986286163,0.20205844938755035,0.6743861819958071
49,0.145066499710083,0.21133388578891754,0.645685363351552
50,0.13075846433639526,0.1963004171848297,0.6742271912353172
51,0.13389810919761658,0.1951984018087387,0.6897222907262242
52,0.1440201699733734,0.22189868986606598,0.63575645504773
53,0.13002951443195343,0.18528373539447784,0.7032203445222892
54,0.1303863823413849,0.19900822639465332,0.6866578251259541
55,0.12926654517650604,0.20583772659301758,0.6761942410422646
56,0.12563660740852356,0.1988988071680069,0.6915723602248885
57,0.1275453120470047,0.19501744210720062,0.6937082082828517
58,0.13503403961658478,0.20874059200286865,0.619162523725159
59,0.12660172581672668,0.19923734664916992,0.6564944401645947
60,0.1221804991364479,0.2019529938697815,0.6837498291156383
61,0.1289592832326889,0.19093002378940582,0.6980764323181315
62,0.12449532002210617,0.19432121515274048,0.6829689266463217
63,0.1243235394358635,0.18959996104240417,0.7101459520383384
64,0.12274473905563354,0.19104549288749695,0.6709012213003648
65,0.11904031038284302,0.1888251155614853,0.702958007935608
66,0.12908817827701569,0.18415844440460205,0.6974966097038142
67,0.11221402138471603,0.20177726447582245,0.6716984395046366
68,0.12299999594688416,0.18819302320480347,0.7117238722362307
69,0.10719486325979233,0.18435800075531006,0.713711351104358
70,0.11389815807342529,0.18649952113628387,0.7195636164335111
71,0.11519370228052139,0.19468015432357788,0.6915643575358423
72,0.11763250082731247,0.18653136491775513,0.6991781392741249
73,0.10313284397125244,0.18079432845115662,0.7169765617366246
74,0.11618287861347198,0.18580923974514008,0.6967989772524287
75,0.10958810895681381,0.18018198013305664,0.707096342282672
76,0.0991353988647461,0.17452757060527802,0.7097252079717953
77,0.09473805129528046,0.1809501051902771,0.7013028007037315
78,0.10916801542043686,0.1854352504014969,0.698448019318714
79,0.09852255880832672,0.18262434005737305,0.7022611157307708
80,0.10142150521278381,0.18057645857334137,0.716462327790166
81,0.09638433903455734,0.18909688293933868,0.7046786887045756
82,0.10209531337022781,0.18670566380023956,0.7021534606926318
83,0.11371996253728867,0.1875351369380951,0.704043817123172
84,0.11698617041110992,0.19191181659698486,0.6820584618240929
85,0.1179630234837532,0.18867865204811096,0.6967907008342423
86,0.09302559494972229,0.18555688858032227,0.7118123258660273
87,0.09748614579439163,0.18486225605010986,0.7159306025618629
88,0.09756850451231003,0.1863224059343338,0.7082120662065727
89,0.10319093614816666,0.18712003529071808,0.6972556398730654
90,0.10115434229373932,0.18960288166999817,0.6898233662973833
91,0.10714311897754669,0.1862267255783081,0.7010776080234846
92,0.10581397265195847,0.18743939697742462,0.6934193255320421
93,0.09296261519193649,0.18733051419258118,0.6911238760760462
94,0.08592004328966141,0.18566538393497467,0.68960602104649
95,0.10592851787805557,0.18648119270801544,0.6953859408072386
96,0.10091081261634827,0.1878949999809265,0.6960929619988228
97,0.11034900695085526,0.18749067187309265,0.697458258885414
98,0.09428130835294724,0.18663297593593597,0.6966108514682333
99,0.10154163837432861,0.18581850826740265,0.6966108514682333
