test_number,model_type,backbone_type,batch_size,learning_rate,num_epochs,train_shuffle,image_size,final_COCOMetric
5.0,mmdet.faster_rcnn,resnet50_fpn_1x,1.0,0.0001,100.0,False,512.0,0.6966108514682333
