epochs,train_loss,valid_loss,COCOMetric
0,0.4966733455657959,0.49638473987579346,0.1364400653755266
1,0.4723682105541229,0.46999263763427734,0.17055145553907697
2,0.44068825244903564,0.4309379458427429,0.22501288351153625
3,0.41531968116760254,0.3949712812900543,0.26156952851986187
4,0.38868796825408936,0.36477145552635193,0.3066087960261583
5,0.36565011739730835,0.34427475929260254,0.3412867111130078
6,0.3474711775779724,0.3265373110771179,0.37682973335391134
7,0.32999274134635925,0.3210445046424866,0.3736070910773136
8,0.3159722089767456,0.30638158321380615,0.4120402609992232
9,0.2996545732021332,0.2983344495296478,0.4306471810735066
10,0.2924059331417084,0.299782395362854,0.4012058480781315
11,0.28214022517204285,0.27086907625198364,0.43264821349292815
12,0.26888540387153625,0.27306100726127625,0.438653806176812
13,0.258353054523468,0.25653988122940063,0.46118959353664596
14,0.25189223885536194,0.2503020465373993,0.47492443412378993
15,0.24277397990226746,0.2773928642272949,0.44509963167797884
16,0.24102537333965302,0.26150697469711304,0.46217882549976125
17,0.23826998472213745,0.2619972825050354,0.47803015417286077
18,0.23593059182167053,0.26644167304039,0.4783928729022332
19,0.22649672627449036,0.24175232648849487,0.5047097508624175
20,0.21707285940647125,0.24014025926589966,0.536494956983225
21,0.2118680328130722,0.24406176805496216,0.531610404585316
22,0.21033766865730286,0.2311771661043167,0.5453047580127018
23,0.19941554963588715,0.22455832362174988,0.5613694184616378
24,0.1935160905122757,0.24773965775966644,0.5288231045570219
25,0.19288641214370728,0.2236756682395935,0.5763377234669306
26,0.1891365945339203,0.21885469555854797,0.5903381146009655
27,0.1859413981437683,0.23291032016277313,0.5569838279885844
28,0.18047021329402924,0.21773545444011688,0.6104573740691419
29,0.17761914432048798,0.20909152925014496,0.6105074936761554
30,0.17613554000854492,0.2278399020433426,0.5944243417070801
31,0.17558439075946808,0.21651220321655273,0.612791936673511
32,0.17076082527637482,0.22212986648082733,0.5998640916999544
33,0.1665436327457428,0.21563534438610077,0.603401012002601
34,0.1661672294139862,0.21401259303092957,0.6071741878377735
35,0.16295014321804047,0.20797136425971985,0.6242813497245848
36,0.16356509923934937,0.22273856401443481,0.599290734685553
37,0.16344928741455078,0.2179209589958191,0.6231443817895073
38,0.16386613249778748,0.2191358059644699,0.6102447834061607
39,0.15982849895954132,0.21157531440258026,0.63520523478356
40,0.15898899734020233,0.21465685963630676,0.6279593772384805
41,0.15834005177021027,0.2106657326221466,0.6464503347318237
42,0.1570979803800583,0.21284747123718262,0.6403735430181711
43,0.15729570388793945,0.21322499215602875,0.6450832684737928
44,0.15929833054542542,0.2151913344860077,0.6322481579334702
45,0.15974149107933044,0.21161243319511414,0.6402713615470051
46,0.15423732995986938,0.2115056812763214,0.6413257004026959
47,0.15267474949359894,0.21188044548034668,0.6440621231809655
48,0.15620014071464539,0.21197359263896942,0.6418894038267046
49,0.15860171616077423,0.21259242296218872,0.6418894038267046
