epochs,train_loss,valid_loss,COCOMetric
0,0.35549017786979675,0.3685743510723114,0.2568674519923726
1,0.3166441321372986,0.3514683246612549,0.30558003990071453
2,0.3067769408226013,0.3323330879211426,0.37636522073216433
3,0.30486512184143066,0.3221653997898102,0.3946784815231653
4,0.2657368779182434,0.30225473642349243,0.420318243612444
5,0.27241888642311096,0.2988733649253845,0.4252409209085758
6,0.2670497000217438,0.2810244560241699,0.4382067183318645
7,0.2571472227573395,0.30426305532455444,0.3425822767026819
8,0.23604463040828705,0.2645956575870514,0.4556164165823069
9,0.2519984841346741,0.2738894820213318,0.40871227530587
10,0.22790054976940155,0.2608370780944824,0.4928888768393528
11,0.2320973426103592,0.2506525218486786,0.5264217218899777
12,0.2102121114730835,0.2519773840904236,0.5689117099774291
13,0.2025463879108429,0.2434682697057724,0.5435353102261954
14,0.20033258199691772,0.2457662671804428,0.5836355944085376
15,0.18734323978424072,0.23513652384281158,0.5924499821561111
16,0.18521559238433838,0.21875058114528656,0.6182234473191087
17,0.19984188675880432,0.24444371461868286,0.5880743458791889
18,0.19124272465705872,0.2557302415370941,0.5434597516066715
19,0.1836017221212387,0.2382573038339615,0.6033431566254756
20,0.1789887547492981,0.22852304577827454,0.607167566221238
21,0.1803017407655716,0.24543265998363495,0.5853837043383272
22,0.1638215333223343,0.21470153331756592,0.6493717065615777
23,0.16610443592071533,0.23021118342876434,0.6128903997753663
24,0.15884914994239807,0.21076855063438416,0.6621379640549552
25,0.15662840008735657,0.2068854421377182,0.6235700399467049
26,0.1482355147600174,0.20249061286449432,0.6519636881322903
27,0.15603075921535492,0.21539726853370667,0.6163240830576313
28,0.15110625326633453,0.19738540053367615,0.6903430910418904
29,0.13536764681339264,0.20371539890766144,0.6719234318290114
30,0.15113109350204468,0.18893641233444214,0.7002164783655568
31,0.1421079933643341,0.1974104642868042,0.6757001337648192
32,0.13833731412887573,0.18623164296150208,0.7023735303826337
33,0.14455147087574005,0.2000661939382553,0.6440112893345555
34,0.14817717671394348,0.18749061226844788,0.6738651791909124
35,0.1260114461183548,0.17527301609516144,0.7017175075603052
36,0.12388032674789429,0.19390279054641724,0.6678499051093295
37,0.12777143716812134,0.18256494402885437,0.7118952556709588
38,0.12770451605319977,0.18612900376319885,0.7028892148849953
39,0.12072734534740448,0.182026207447052,0.6923629915663699
40,0.13095888495445251,0.1866825371980667,0.6854790859781833
41,0.12841808795928955,0.18256857991218567,0.6895206493373324
42,0.1218891367316246,0.18599575757980347,0.6955294874058592
43,0.13374294340610504,0.18915367126464844,0.6790957687904452
44,0.11747246980667114,0.18802699446678162,0.6900313764672544
45,0.12924522161483765,0.1866374909877777,0.6935418833012206
46,0.13003410398960114,0.18566977977752686,0.694397375773159
47,0.11760025471448898,0.18628746271133423,0.6970415461965213
48,0.11847139894962311,0.18752972781658173,0.695451827399019
49,0.13137070834636688,0.18667589128017426,0.6981611836966543
