epochs,train_loss,valid_loss,COCOMetric
0,0.34745150804519653,0.3769787847995758,0.31483270067953784
1,0.3464503288269043,0.3366904854774475,0.3689480559995583
2,0.33230167627334595,0.31536978483200073,0.3990549853867632
3,0.3130932152271271,0.30772581696510315,0.4364271157869334
4,0.28964677453041077,0.30705803632736206,0.41705434008770764
5,0.2740475535392761,0.28940683603286743,0.4117870017621596
6,0.2495044767856598,0.29060062766075134,0.4054110894394957
7,0.23969657719135284,0.2620457708835602,0.4697339679179893
8,0.22643816471099854,0.2585228979587555,0.5030826277678511
9,0.25211936235427856,0.2731763422489166,0.4638364571373886
10,0.2507331669330597,0.24552306532859802,0.5342579851303028
11,0.2226073294878006,0.2546781003475189,0.5283019649605101
12,0.19658443331718445,0.24664223194122314,0.5497944321026196
13,0.2209835946559906,0.2426784485578537,0.5646046938902822
14,0.20466269552707672,0.23920242488384247,0.5530235508979734
15,0.19971638917922974,0.25246304273605347,0.5599144753730686
16,0.19777341187000275,0.24473486840724945,0.5705185777671608
17,0.18723291158676147,0.2246486246585846,0.6476751130870037
18,0.1848783642053604,0.2451363503932953,0.5603695986099171
19,0.19686901569366455,0.22301606833934784,0.610288418048276
20,0.17825259268283844,0.21858729422092438,0.6332517656054241
21,0.19099359214305878,0.23380546271800995,0.6414845167540654
22,0.18706367909908295,0.22950012981891632,0.630678183395751
23,0.18208001554012299,0.22165311872959137,0.6567170154900042
24,0.18026793003082275,0.24222755432128906,0.5751744727923978
25,0.16807271540164948,0.20547586679458618,0.6619832090803095
26,0.16530445218086243,0.21335317194461823,0.6455914965504351
27,0.16084203124046326,0.2604578137397766,0.5737417954991937
28,0.1636192351579666,0.20248061418533325,0.6857628498781668
29,0.15963079035282135,0.21005496382713318,0.6403874475289311
30,0.15353405475616455,0.2004774659872055,0.6693298263378998
31,0.1459413319826126,0.19724971055984497,0.6825109525066233
32,0.14909730851650238,0.20249955356121063,0.6768879343546751
33,0.14891676604747772,0.20326952636241913,0.6683886762870396
34,0.14452609419822693,0.2068544328212738,0.6728483975492145
35,0.12818129360675812,0.19692754745483398,0.6855367244520618
36,0.152900829911232,0.20087411999702454,0.67199318188309
37,0.14279229938983917,0.20514695346355438,0.665392796643488
38,0.13136634230613708,0.18941937386989594,0.7044691130270244
39,0.12808197736740112,0.19334609806537628,0.6957368420041822
40,0.13174517452716827,0.18638668954372406,0.7149874308242922
41,0.1453900784254074,0.19437457621097565,0.685926790631382
42,0.11264362931251526,0.19327762722969055,0.6987844310723494
43,0.1392534077167511,0.19215251505374908,0.7022923558226198
44,0.1354437619447708,0.1982055902481079,0.6905458098983701
45,0.12414296716451645,0.1994604915380478,0.6892872674224986
46,0.13444256782531738,0.19709867238998413,0.6900432654209397
47,0.13556116819381714,0.19348600506782532,0.6933621345974182
48,0.11538328230381012,0.19584344327449799,0.6930614342172634
49,0.11800634115934372,0.19600053131580353,0.693267007475202
